TITLE = "B00002"
VARIABLES = "position", "position(2)", "Avg Vy"
ZONE T="Frame 1" I=102, J=78, F=POINT
-55.552399 103.221001 0.000000
-53.611710 103.221001 8.708584
-51.671021 103.221001 5.461728
-49.730328 103.221001 5.769763
-47.789639 103.221001 7.761547
-45.848949 103.221001 5.224789
-43.908257 103.221001 5.321681
-41.967567 103.221001 6.254087
-40.026878 103.221001 7.722216
-38.086189 103.221001 0.000000
-36.145500 103.221001 0.000000
-34.204807 103.221001 0.000000
-32.264118 103.221001 0.000000
-30.323429 103.221001 0.000000
-28.382738 103.221001 0.000000
-26.442047 103.221001 0.000000
-24.501358 103.221001 0.000000
-22.560669 103.221001 0.000000
-20.619980 103.221001 0.000000
-18.679287 103.221001 0.000000
-16.738598 103.221001 0.000000
-14.797909 103.221001 0.000000
-12.857216 103.221001 2.362959
-10.916527 103.221001 2.123132
-8.975838 103.221001 1.268105
-7.035149 103.221001 3.715346
-5.094460 103.221001 5.405856
-3.153767 103.221001 4.664396
-1.213078 103.221001 5.290425
0.727612 103.221001 7.584958
2.668304 103.221001 5.787525
4.608994 103.221001 7.077411
6.549683 103.221001 6.440553
8.490372 103.221001 6.636847
10.431061 103.221001 5.943556
12.371750 103.221001 7.469921
14.312439 103.221001 6.026217
16.253136 103.221001 6.110800
18.193825 103.221001 7.373376
20.134514 103.221001 9.254846
22.075203 103.221001 7.531889
24.015892 103.221001 8.160810
25.956581 103.221001 8.848964
27.897270 103.221001 6.226889
29.837967 103.221001 5.885626
31.778656 103.221001 6.378751
33.719345 103.221001 8.953281
35.660034 103.221001 5.034509
37.600723 103.221001 3.828997
39.541412 103.221001 6.586188
41.482101 103.221001 6.657950
43.422791 103.221001 7.626545
45.363480 103.221001 5.250845
47.304176 103.221001 5.910248
49.244865 103.221001 5.906251
51.185555 103.221001 8.188877
53.126244 103.221001 6.570939
55.066933 103.221001 6.328541
57.007622 103.221001 0.000000
58.948311 103.221001 0.000000
60.889008 103.221001 0.000000
62.829697 103.221001 0.000000
64.770386 103.221001 0.000000
66.711075 103.221001 6.889875
68.651764 103.221001 5.818342
70.592453 103.221001 3.223782
72.533142 103.221001 2.304047
74.473831 103.221001 3.079151
76.414520 103.221001 3.560115
78.355209 103.221001 3.635808
80.295898 103.221001 1.445751
82.236588 103.221001 1.143911
84.177277 103.221001 2.924520
86.117981 103.221001 2.965677
88.058670 103.221001 2.807409
89.999359 103.221001 3.256726
91.940048 103.221001 5.058901
93.880737 103.221001 4.502354
95.821426 103.221001 3.368606
97.762115 103.221001 2.434603
99.702805 103.221001 2.655450
101.643494 103.221001 3.891854
103.584183 103.221001 1.693976
105.524872 103.221001 2.510787
107.465561 103.221001 2.755360
109.406250 103.221001 1.883753
111.346939 103.221001 1.356198
113.287628 103.221001 1.524267
115.228333 103.221001 1.937228
117.169022 103.221001 3.093756
119.109711 103.221001 2.324215
121.050400 103.221001 2.632189
122.991089 103.221001 4.074504
124.931778 103.221001 4.227602
126.872467 103.221001 3.519653
128.813156 103.221001 3.458069
130.753845 103.221001 3.713218
132.694534 103.221001 3.411402
134.635223 103.221001 2.545303
136.575912 103.221001 2.506591
138.516602 103.221001 1.754037
140.457291 103.221001 0.000000
-55.552399 101.280312 8.161479
-53.611710 101.280312 6.069331
-51.671021 101.280312 4.313101
-49.730328 101.280312 5.780038
-47.789639 101.280312 7.369720
-45.848949 101.280312 6.188393
-43.908257 101.280312 4.355314
-41.967567 101.280312 5.106599
-40.026878 101.280312 5.816054
-38.086189 101.280312 0.000000
-36.145500 101.280312 0.000000
-34.204807 101.280312 0.000000
-32.264118 101.280312 0.000000
-30.323429 101.280312 0.000000
-28.382738 101.280312 0.000000
-26.442047 101.280312 0.000000
-24.501358 101.280312 0.000000
-22.560669 101.280312 0.000000
-20.619980 101.280312 0.000000
-18.679287 101.280312 0.000000
-16.738598 101.280312 0.000000
-14.797909 101.280312 1.889296
-12.857216 101.280312 2.114814
-10.916527 101.280312 1.730192
-8.975838 101.280312 1.566086
-7.035149 101.280312 3.652455
-5.094460 101.280312 4.864777
-3.153767 101.280312 2.974635
-1.213078 101.280312 3.739061
0.727612 101.280312 5.197159
2.668304 101.280312 5.783047
4.608994 101.280312 7.992407
6.549683 101.280312 7.063545
8.490372 101.280312 6.083552
10.431061 101.280312 4.774806
12.371750 101.280312 5.294903
14.312439 101.280312 5.850962
16.253136 101.280312 6.190023
18.193825 101.280312 5.918552
20.134514 101.280312 4.095203
22.075203 101.280312 8.556690
24.015892 101.280312 8.038259
25.956581 101.280312 6.761101
27.897270 101.280312 4.994294
29.837967 101.280312 4.812477
31.778656 101.280312 6.402193
33.719345 101.280312 5.252426
35.660034 101.280312 6.719093
37.600723 101.280312 6.668007
39.541412 101.280312 4.761349
41.482101 101.280312 8.163554
43.422791 101.280312 7.124535
45.363480 101.280312 4.246222
47.304176 101.280312 3.847284
49.244865 101.280312 6.455486
51.185555 101.280312 6.129669
53.126244 101.280312 4.989078
55.066933 101.280312 3.799821
57.007622 101.280312 5.070138
58.948311 101.280312 0.000000
60.889008 101.280312 0.000000
62.829697 101.280312 0.000000
64.770386 101.280312 0.000000
66.711075 101.280312 4.408247
68.651764 101.280312 4.952033
70.592453 101.280312 3.659694
72.533142 101.280312 2.589152
74.473831 101.280312 3.456403
76.414520 101.280312 3.430974
78.355209 101.280312 2.969217
80.295898 101.280312 1.079098
82.236588 101.280312 1.331958
84.177277 101.280312 2.565008
86.117981 101.280312 2.234124
88.058670 101.280312 2.358675
89.999359 101.280312 2.625446
91.940048 101.280312 3.271235
93.880737 101.280312 3.558641
95.821426 101.280312 3.824531
