TITLE = "B00006"
VARIABLES = "position", "position(2)", "Length of RMS V"
ZONE T="Frame 1" I=102, J=78, F=POINT
-55.552399 103.221001 0.000000
-53.611710 103.221001 1.470148
-51.671021 103.221001 2.102258
-49.730328 103.221001 1.457455
-47.789639 103.221001 1.355029
-45.848949 103.221001 0.843062
-43.908257 103.221001 1.124938
-41.967567 103.221001 0.869731
-40.026878 103.221001 0.882812
-38.086189 103.221001 0.000000
-36.145500 103.221001 0.000000
-34.204807 103.221001 0.000000
-32.264118 103.221001 0.000000
-30.323429 103.221001 0.000000
-28.382738 103.221001 0.000000
-26.442047 103.221001 0.000000
-24.501358 103.221001 0.000000
-22.560669 103.221001 0.000000
-20.619980 103.221001 0.000000
-18.679287 103.221001 0.000000
-16.738598 103.221001 0.000000
-14.797909 103.221001 0.000000
-12.857216 103.221001 0.647192
-10.916527 103.221001 0.483601
-8.975838 103.221001 0.724329
-7.035149 103.221001 1.401104
-5.094460 103.221001 1.140713
-3.153767 103.221001 1.011775
-1.213078 103.221001 1.329346
0.727612 103.221001 0.816760
2.668304 103.221001 0.901091
4.608994 103.221001 1.328596
6.549683 103.221001 1.274500
8.490372 103.221001 1.077059
10.431061 103.221001 1.329060
12.371750 103.221001 1.322331
14.312439 103.221001 1.392828
16.253136 103.221001 1.916077
18.193825 103.221001 1.370790
20.134514 103.221001 1.615582
22.075203 103.221001 1.136901
24.015892 103.221001 0.897758
25.956581 103.221001 0.727296
27.897270 103.221001 0.704028
29.837967 103.221001 0.884196
31.778656 103.221001 1.517439
33.719345 103.221001 1.638545
35.660034 103.221001 1.759328
37.600723 103.221001 1.500822
39.541412 103.221001 1.135809
41.482101 103.221001 2.161760
43.422791 103.221001 2.649113
45.363480 103.221001 1.210154
47.304176 103.221001 1.316652
49.244865 103.221001 1.231452
51.185555 103.221001 0.840874
53.126244 103.221001 1.012569
55.066933 103.221001 0.755003
57.007622 103.221001 0.000000
58.948311 103.221001 0.000000
60.889008 103.221001 0.000000
62.829697 103.221001 0.000000
64.770386 103.221001 0.000000
66.711075 103.221001 1.363723
68.651764 103.221001 1.171883
70.592453 103.221001 1.016358
72.533142 103.221001 1.218662
74.473831 103.221001 0.758563
76.414520 103.221001 1.025111
78.355209 103.221001 1.011775
80.295898 103.221001 0.486787
82.236588 103.221001 0.806555
84.177277 103.221001 0.783023
86.117981 103.221001 0.725564
88.058670 103.221001 1.027277
89.999359 103.221001 0.958668
91.940048 103.221001 0.870025
93.880737 103.221001 0.716210
95.821426 103.221001 0.471006
97.762115 103.221001 0.659768
99.702805 103.221001 0.549023
101.643494 103.221001 0.855327
103.584183 103.221001 0.461956
105.524872 103.221001 0.457528
107.465561 103.221001 0.749074
109.406250 103.221001 0.484895
111.346939 103.221001 0.508390
113.287628 103.221001 0.562774
115.228333 103.221001 0.685842
117.169022 103.221001 0.634401
119.109711 103.221001 0.498053
121.050400 103.221001 0.563760
122.991089 103.221001 0.969231
124.931778 103.221001 0.753958
126.872467 103.221001 0.492619
128.813156 103.221001 0.571753
130.753845 103.221001 0.715816
132.694534 103.221001 0.410829
134.635223 103.221001 0.560602
136.575912 103.221001 0.540077
138.516602 103.221001 0.550190
140.457291 103.221001 0.000000
-55.552399 101.280312 1.215490
-53.611710 101.280312 1.444126
-51.671021 101.280312 0.849063
-49.730328 101.280312 0.667025
-47.789639 101.280312 0.625530
-45.848949 101.280312 0.819105
-43.908257 101.280312 1.550354
-41.967567 101.280312 0.936510
-40.026878 101.280312 1.123522
-38.086189 101.280312 0.000000
-36.145500 101.280312 0.000000
-34.204807 101.280312 0.000000
-32.264118 101.280312 0.000000
-30.323429 101.280312 0.000000
-28.382738 101.280312 0.000000
-26.442047 101.280312 0.000000
-24.501358 101.280312 0.000000
-22.560669 101.280312 0.000000
-20.619980 101.280312 0.000000
-18.679287 101.280312 0.000000
-16.738598 101.280312 0.000000
-14.797909 101.280312 0.000000
-12.857216 101.280312 0.445737
-10.916527 101.280312 0.378165
-8.975838 101.280312 0.654345
-7.035149 101.280312 0.810665
-5.094460 101.280312 1.019519
-3.153767 101.280312 1.191369
-1.213078 101.280312 0.979913
0.727612 101.280312 0.696358
2.668304 101.280312 1.017092
4.608994 101.280312 1.786308
6.549683 101.280312 1.583065
8.490372 101.280312 1.253325
10.431061 101.280312 1.177448
12.371750 101.280312 1.216153
14.312439 101.280312 1.392932
16.253136 101.280312 1.412154
18.193825 101.280312 1.453149
20.134514 101.280312 1.152248
22.075203 101.280312 1.883323
24.015892 101.280312 1.156076
25.956581 101.280312 1.014173
27.897270 101.280312 0.997703
29.837967 101.280312 0.925854
31.778656 101.280312 1.147834
33.719345 101.280312 2.032960
35.660034 101.280312 1.863317
37.600723 101.280312 1.408545
39.541412 101.280312 0.874481
41.482101 101.280312 1.880396
43.422791 101.280312 1.332905
45.363480 101.280312 1.643765
47.304176 101.280312 1.283312
49.244865 101.280312 0.849397
51.185555 101.280312 1.530670
53.126244 101.280312 1.045899
55.066933 101.280312 1.073773
57.007622 101.280312 0.000000
58.948311 101.280312 0.000000
60.889008 101.280312 0.000000
62.829697 101.280312 0.000000
64.770386 101.280312 0.000000
66.711075 101.280312 0.710582
68.651764 101.280312 0.961437
70.592453 101.280312 0.930043
72.533142 101.280312 1.058539
74.473831 101.280312 0.807272
76.414520 101.280312 0.817674
78.355209 101.280312 0.833452
80.295898 101.280312 0.460628
82.236588 101.280312 0.807895
84.177277 101.280312 0.410960
86.117981 101.280312 0.641907
88.058670 101.280312 0.682537
89.999359 101.280312 0.509040
91.940048 101.280312 0.854701
93.880737 101.280312 0.625026
95.821426 101.280312 0.457213
97.762115 101.280312 0.752172
99.702805 101.280312 0.538301
101.643494 101.280312 0.626293
103.584183 101.280312 0.596606
105.524872 101.280312 0.550322
107.465561 101.280312 0.663083
109.406250 101.280312 0.527618
111.346939 101.280312 0.394764
113.287628 101.280312 0.775843
115.228333 101.280312 0.788899
117.169022 101.280312 0.475666
119.109711 101.280312 0.351504
121.050400 101.280312 0.516126
122.991089 101.280312 0.752660
124.931778 101.280312 0.840478
126.872467 101.280312 0.622310
128.813156 101.280312 0.651240
130.753845 101.280312 0.558679
132.694534 101.280312 0.433999
134.635223 101.280312 0.958655
136.575912 101.280312 0.508067
138.516602 101.280312 0.365878
140.457291 101.280312 0.000000
-55.552399 99.339622 4.121142
-53.611710 99.339622 7.660761
-51.671021 99.339622 2.900192
-49.730328 99.339622 0.983046
-47.789639 99.339622 0.658919
-45.848949 99.339622 0.687693
-43.908257 99.339622 0.992671
-41.967567 99.339622 0.923590
-40.026878 99.339622 0.916044
-38.086189 99.339622 0.000000
-36.145500 99.339622 0.000000
-34.204807 99.339622 0.000000
-32.264118 99.339622 0.000000
-30.323429 99.339622 0.000000
-28.382738 99.339622 0.000000
-26.442047 99.339622 0.000000
-24.501358 99.339622 0.000000
-22.560669 99.339622 0.000000
-20.619980 99.339622 0.000000
-18.679287 99.339622 0.000000
-16.738598 99.339622 0.000000
-14.797909 99.339622 0.000000
-12.857216 99.339622 0.321122
-10.916527 99.339622 0.325891
-8.975838 99.339622 0.437054
-7.035149 99.339622 0.645833
-5.094460 99.339622 0.740592
-3.153767 99.339622 0.998871
-1.213078 99.339622 0.929344
0.727612 99.339622 1.016539
2.668304 99.339622 0.913540
4.608994 99.339622 0.779281
6.549683 99.339622 1.119848
8.490372 99.339622 0.712926
10.431061 99.339622 1.143647
12.371750 99.339622 1.694842
14.312439 99.339622 1.298527
16.253136 99.339622 1.347499
18.193825 99.339622 0.869566
20.134514 99.339622 1.011669
22.075203 99.339622 1.198702
24.015892 99.339622 1.395781
25.956581 99.339622 0.815846
27.897270 99.339622 0.954734
29.837967 99.339622 0.861477
31.778656 99.339622 1.445354
33.719345 99.339622 1.981354
35.660034 99.339622 1.135384
37.600723 99.339622 1.606062
39.541412 99.339622 1.292503
41.482101 99.339622 1.371192
43.422791 99.339622 1.156798
45.363480 99.339622 2.067311
47.304176 99.339622 1.653756
49.244865 99.339622 1.063469
51.185555 99.339622 1.594907
53.126244 99.339622 1.509495
55.066933 99.339622 1.579082
57.007622 99.339622 0.000000
58.948311 99.339622 0.000000
60.889008 99.339622 0.000000
62.829697 99.339622 0.000000
64.770386 99.339622 0.000000
66.711075 99.339622 1.282294
68.651764 99.339622 0.656311
70.592453 99.339622 0.993460
72.533142 99.339622 1.073692
74.473831 99.339622 0.600840
76.414520 99.339622 0.708904
78.355209 99.339622 0.830902
80.295898 99.339622 0.627403
82.236588 99.339622 0.716317
84.177277 99.339622 0.482058
86.117981 99.339622 0.502544
88.058670 99.339622 0.519296
89.999359 99.339622 0.741558
91.940048 99.339622 0.860883
93.880737 99.339622 0.657106
95.821426 99.339622 0.423959
97.762115 99.339622 0.403077
99.702805 99.339622 0.398640
101.643494 99.339622 0.511469
103.584183 99.339622 0.641187
105.524872 99.339622 0.729160
107.465561 99.339622 0.738167
109.406250 99.339622 0.490932
111.346939 99.339622 0.433078
113.287628 99.339622 0.597242
115.228333 99.339622 0.586883
117.169022 99.339622 0.654063
119.109711 99.339622 0.529798
121.050400 99.339622 0.574381
122.991089 99.339622 0.537579
124.931778 99.339622 0.507034
126.872467 99.339622 0.739322
128.813156 99.339622 0.699283
130.753845 99.339622 0.476682
132.694534 99.339622 0.332362
134.635223 99.339622 0.484980
136.575912 99.339622 0.786726
138.516602 99.339622 0.534627
140.457291 99.339622 0.000000
-55.552399 97.398933 6.327463
-53.611710 97.398933 5.030756
-51.671021 97.398933 4.607221
-49.730328 97.398933 3.035006
-47.789639 97.398933 0.648400
-45.848949 97.398933 1.015013
-43.908257 97.398933 0.733916
-41.967567 97.398933 1.052883
-40.026878 97.398933 0.841972
-38.086189 97.398933 0.000000
-36.145500 97.398933 0.000000
-34.204807 97.398933 0.000000
-32.264118 97.398933 0.000000
-30.323429 97.398933 0.000000
-28.382738 97.398933 0.000000
-26.442047 97.398933 0.000000
-24.501358 97.398933 0.000000
-22.560669 97.398933 0.000000
-20.619980 97.398933 0.000000
-18.679287 97.398933 0.000000
-16.738598 97.398933 0.000000
-14.797909 97.398933 0.000000
-12.857216 97.398933 0.382050
-10.916527 97.398933 0.658736
-8.975838 97.398933 0.380281
-7.035149 97.398933 0.556941
-5.094460 97.398933 0.740533
-3.153767 97.398933 0.784655
-1.213078 97.398933 0.823802
0.727612 97.398933 0.906395
2.668304 97.398933 0.869985
4.608994 97.398933 0.753358
6.549683 97.398933 1.008044
8.490372 97.398933 1.373828
10.431061 97.398933 1.994303
12.371750 97.398933 1.398362
14.312439 97.398933 1.100384
16.253136 97.398933 1.309533
18.193825 97.398933 1.335636
20.134514 97.398933 1.151800
22.075203 97.398933 1.032051
24.015892 97.398933 1.052344
25.956581 97.398933 0.868317
27.897270 97.398933 0.943475
29.837967 97.398933 0.935506
31.778656 97.398933 0.872049
33.719345 97.398933 1.538990
35.660034 97.398933 1.437103
37.600723 97.398933 1.183508
39.541412 97.398933 1.581915
41.482101 97.398933 1.510105
43.422791 97.398933 1.706591
45.363480 97.398933 1.350984
47.304176 97.398933 1.619555
49.244865 97.398933 1.567310
