TITLE = "B00002"
VARIABLES = "position", "position(2)", "Avg Vy"
ZONE T="Frame 1" I=102, J=78, F=POINT
-55.552399 103.221001 0.000000
-53.611710 103.221001 1.365088
-51.671021 103.221001 0.661328
-49.730328 103.221001 0.547024
-47.789639 103.221001 -0.044592
-45.848949 103.221001 -0.070329
-43.908257 103.221001 0.603393
-41.967567 103.221001 0.532945
-40.026878 103.221001 0.684964
-38.086189 103.221001 0.000000
-36.145500 103.221001 0.000000
-34.204807 103.221001 0.000000
-32.264118 103.221001 0.000000
-30.323429 103.221001 0.000000
-28.382738 103.221001 0.000000
-26.442047 103.221001 0.000000
-24.501358 103.221001 0.000000
-22.560669 103.221001 0.000000
-20.619980 103.221001 0.000000
-18.679287 103.221001 0.000000
-16.738598 103.221001 0.000000
-14.797909 103.221001 0.000000
-12.857216 103.221001 0.769939
-10.916527 103.221001 0.700879
-8.975838 103.221001 0.579778
-7.035149 103.221001 0.698359
-5.094460 103.221001 0.589011
-3.153767 103.221001 0.956350
-1.213078 103.221001 0.955455
0.727612 103.221001 1.070339
2.668304 103.221001 0.843222
4.608994 103.221001 1.115365
6.549683 103.221001 0.955048
8.490372 103.221001 0.894913
10.431061 103.221001 0.434662
12.371750 103.221001 1.023096
14.312439 103.221001 1.435523
16.253136 103.221001 1.233725
18.193825 103.221001 0.254092
20.134514 103.221001 0.158256
22.075203 103.221001 0.218081
24.015892 103.221001 0.534122
25.956581 103.221001 0.666309
27.897270 103.221001 0.637655
29.837967 103.221001 0.581010
31.778656 103.221001 1.086181
33.719345 103.221001 1.446612
35.660034 103.221001 1.015488
37.600723 103.221001 1.132569
39.541412 103.221001 0.119772
41.482101 103.221001 0.081717
43.422791 103.221001 0.043265
45.363480 103.221001 -0.104603
47.304176 103.221001 0.664998
49.244865 103.221001 0.240876
51.185555 103.221001 0.657996
53.126244 103.221001 0.832541
55.066933 103.221001 0.000461
57.007622 103.221001 0.000000
58.948311 103.221001 0.000000
60.889008 103.221001 0.000000
62.829697 103.221001 0.000000
64.770386 103.221001 0.000000
66.711075 103.221001 0.429465
68.651764 103.221001 0.612211
70.592453 103.221001 0.454583
72.533142 103.221001 0.335427
74.473831 103.221001 0.348220
76.414520 103.221001 0.198570
78.355209 103.221001 -0.151703
80.295898 103.221001 0.065598
82.236588 103.221001 0.185708
84.177277 103.221001 -0.011763
86.117981 103.221001 0.126802
88.058670 103.221001 0.254115
89.999359 103.221001 -0.019063
91.940048 103.221001 -0.275807
93.880737 103.221001 -0.254012
95.821426 103.221001 -0.162297
97.762115 103.221001 -0.177628
99.702805 103.221001 -0.129064
101.643494 103.221001 -0.016457
103.584183 103.221001 -0.129814
105.524872 103.221001 -0.040905
107.465561 103.221001 -0.140122
109.406250 103.221001 -0.252764
111.346939 103.221001 -0.221532
113.287628 103.221001 -0.222651
115.228333 103.221001 -0.270908
117.169022 103.221001 -0.122662
119.109711 103.221001 -0.119584
121.050400 103.221001 -0.233092
122.991089 103.221001 -0.254610
124.931778 103.221001 -0.464716
126.872467 103.221001 -0.097558
128.813156 103.221001 -0.121481
130.753845 103.221001 -0.060194
132.694534 103.221001 -0.224948
134.635223 103.221001 -0.203538
136.575912 103.221001 -0.042470
138.516602 103.221001 0.002379
140.457291 103.221001 0.000000
-55.552399 101.280312 1.259370
-53.611710 101.280312 1.125609
-51.671021 101.280312 1.018584
-49.730328 101.280312 0.666074
-47.789639 101.280312 0.258290
-45.848949 101.280312 0.376894
-43.908257 101.280312 0.645797
-41.967567 101.280312 0.673470
-40.026878 101.280312 0.778310
-38.086189 101.280312 0.000000
-36.145500 101.280312 0.000000
-34.204807 101.280312 0.000000
-32.264118 101.280312 0.000000
-30.323429 101.280312 0.000000
-28.382738 101.280312 0.000000
-26.442047 101.280312 0.000000
-24.501358 101.280312 0.000000
-22.560669 101.280312 0.000000
-20.619980 101.280312 0.000000
-18.679287 101.280312 0.000000
-16.738598 101.280312 0.000000
-14.797909 101.280312 0.866060
-12.857216 101.280312 0.813884
-10.916527 101.280312 0.718496
-8.975838 101.280312 0.717646
-7.035149 101.280312 0.660764
-5.094460 101.280312 0.845648
-3.153767 101.280312 0.710220
-1.213078 101.280312 0.815466
0.727612 101.280312 0.839743
2.668304 101.280312 0.756925
4.608994 101.280312 1.198444
6.549683 101.280312 1.037663
8.490372 101.280312 1.033222
10.431061 101.280312 0.545635
12.371750 101.280312 1.288825
14.312439 101.280312 1.441377
16.253136 101.280312 0.914580
18.193825 101.280312 0.230845
20.134514 101.280312 0.595146
22.075203 101.280312 0.594603
24.015892 101.280312 0.770782
25.956581 101.280312 0.472230
27.897270 101.280312 0.677512
29.837967 101.280312 0.759089
31.778656 101.280312 0.694259
33.719345 101.280312 0.997597
35.660034 101.280312 1.049129
37.600723 101.280312 0.507891
39.541412 101.280312 0.474133
41.482101 101.280312 0.419548
43.422791 101.280312 -0.326207
45.363480 101.280312 0.106704
47.304176 101.280312 0.345423
49.244865 101.280312 0.124009
51.185555 101.280312 0.374322
53.126244 101.280312 0.466875
55.066933 101.280312 0.063545
57.007622 101.280312 0.330163
58.948311 101.280312 0.000000
60.889008 101.280312 0.000000
62.829697 101.280312 0.000000
64.770386 101.280312 0.000000
66.711075 101.280312 0.305468
68.651764 101.280312 0.451785
70.592453 101.280312 0.188943
72.533142 101.280312 -0.073151
74.473831 101.280312 0.132063
76.414520 101.280312 0.270316
78.355209 101.280312 0.012558
80.295898 101.280312 -0.173114
82.236588 101.280312 -0.133052
84.177277 101.280312 -0.043006
86.117981 101.280312 0.058614
88.058670 101.280312 0.028070
89.999359 101.280312 -0.084819
91.940048 101.280312 -0.265592
