TITLE = "B00022"
VARIABLES = "position", "position(2)", "Vx", "Vy"
ZONE T="Frame 0", I=102, J=78
-55.552357 103.220658 0.000000 0.000000
-53.611669 103.220658 9.605142 0.785399
-51.670981 103.220658 12.108132 2.082220
-49.730293 103.220658 0.000000 0.000000
-47.789605 103.220658 10.170476 2.150014
-45.848917 103.220658 10.356881 2.360157
-43.908229 103.220658 9.556604 1.882774
-41.967541 103.220658 0.000000 0.000000
-40.026853 103.220658 9.539580 -0.031072
-38.086165 103.220658 0.000000 0.000000
-36.145477 103.220658 0.000000 0.000000
-34.204789 103.220658 0.000000 0.000000
-32.264101 103.220658 0.000000 0.000000
-30.323413 103.220658 0.000000 0.000000
-28.382725 103.220658 0.000000 0.000000
-26.442037 103.220658 0.000000 0.000000
-24.501349 103.220658 0.000000 0.000000
-22.560661 103.220658 0.000000 0.000000
-20.619973 103.220658 0.000000 0.000000
-18.679285 103.220658 0.000000 0.000000
-16.738597 103.220658 0.000000 0.000000
-14.797909 103.220658 0.000000 0.000000
-12.857221 103.220658 9.837526 1.256298
-10.916533 103.220658 9.908994 0.794457
-8.975845 103.220658 10.196458 -0.007653
-7.035157 103.220658 0.000000 0.000000
-5.094469 103.220658 11.495119 0.776595
-3.153781 103.220658 11.329638 0.098681
-1.213093 103.220658 10.548940 -0.647148
0.727595 103.220658 9.035187 0.438025
2.668283 103.220658 8.258101 1.164458
4.608971 103.220658 10.109669 1.977572
6.549659 103.220658 9.357180 -0.576657
8.490347 103.220658 10.439830 0.554734
10.431035 103.220658 10.433771 0.831944
12.371723 103.220658 0.000000 0.000000
14.312411 103.220658 7.156677 0.205968
16.253099 103.220658 9.507577 0.385722
18.193787 103.220658 10.051806 -0.070100
20.134475 103.220658 9.093782 -0.603596
22.075163 103.220658 9.827180 -0.583659
24.015851 103.220658 10.015325 0.457390
25.956539 103.220658 11.446878 -0.255003
27.897227 103.220658 9.984475 2.229101
29.837915 103.220658 11.623792 0.139619
31.778603 103.220658 9.642746 -1.410264
33.719291 103.220658 9.325621 2.188144
35.659979 103.220658 8.681628 1.092405
37.600667 103.220658 9.005493 3.061674
39.541355 103.220658 10.464025 -0.257026
41.482043 103.220658 9.149075 0.525094
43.422731 103.220658 0.000000 0.000000
45.363419 103.220658 8.599173 1.507672
47.304107 103.220658 10.436187 -0.503372
49.244796 103.220658 10.891702 1.507161
51.185484 103.220658 9.585949 0.645370
53.126172 103.220658 10.291600 1.054608
55.066860 103.220658 0.000000 0.000000
57.007548 103.220658 0.000000 0.000000
58.948236 103.220658 0.000000 0.000000
60.888924 103.220658 0.000000 0.000000
62.829612 103.220658 0.000000 0.000000
64.770300 103.220658 0.000000 0.000000
66.710988 103.220658 10.287029 0.273207
68.651676 103.220658 10.128664 -0.423358
70.592364 103.220658 10.518843 0.295121
72.533052 103.220658 10.364996 -0.145735
74.473740 103.220658 10.440142 0.185398
76.414428 103.220658 10.280276 0.181328
78.355116 103.220658 10.127600 -0.866563
80.295804 103.220658 10.451419 0.259859
82.236492 103.220658 10.406309 -0.331121
84.177180 103.220658 10.101451 0.138303
86.117868 103.220658 10.212748 0.568006
88.058556 103.220658 10.752002 0.171685
89.999244 103.220658 11.998757 -0.042903
91.939932 103.220658 11.993390 -0.159808
93.880620 103.220658 10.589589 0.149381
95.821308 103.220658 10.667337 -0.334579
97.761996 103.220658 10.291495 -0.305105
99.702684 103.220658 10.220447 0.038563
101.643372 103.220658 10.110165 0.146084
103.584060 103.220658 10.229589 0.417711
105.524748 103.220658 10.186603 0.437627
107.465436 103.220658 9.873878 -0.333777
109.406124 103.220658 10.078875 0.473158
111.346812 103.220658 10.295330 -0.012133
113.287500 103.220658 9.170667 0.055144
115.228188 103.220658 9.491479 0.674495
117.168876 103.220658 9.446684 0.430443
119.109564 103.220658 11.378748 1.257469
121.050252 103.220658 10.813269 -0.089524
122.990940 103.220658 10.582600 -0.104687
124.931628 103.220658 9.950380 0.056595
